msg_type msg_id ts ver gen bs_id rnti tmsi imsi imei cipher_alg int_alg est_cause msg rrc_state nas_state sec_state emm_cause rrc_init_timer rrc_inactive_timer nas_initial_timer nas_inactive_timer Attackornot
UE 10 1717774562.7265685 v2.0 SECSM 0 56656 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 11 1717774562.7268326 v2.0 SECSM 0 56656 0 0 0 0 0 3 RRCSetup 2 0 0 0 1717774562.7268326 0 0.0 0.0 Benign
UE 12 1717774562.7605424 v2.0 SECSM 0 56656 0 2089900007488 0 0 0 3 RRCSetupComplete 2 0 0 0 1717774562.7268326 0 0.0 0.0 Benign
UE 13 1717774562.7605424 v2.0 SECSM 0 56656 0 2089900007488 0 0 0 3 Registrationrequest 2 1 0 0 1717774562.7268326 0 1717774562.7605424 0.0 Benign
UE 14 1717774562.8871617 v2.0 SECSM 0 56656 0 2089900007488 0 0 0 3 Authenticationrequest 2 1 0 0 1717774562.7268326 0 1717774562.7605424 0.0 Benign
UE 15 1717774562.9104943 v2.0 SECSM 0 56656 0 2089900007488 0 0 0 3 Authenticationresponse 2 1 0 0 1717774562.7268326 0 1717774562.7605424 0.0 Benign
UE 16 1717774562.9136617 v2.0 SECSM 0 56656 0 2089900007488 0 0 0 3 Securitymodecommand 2 1 0 0 1717774562.7268326 0 1717774562.7605424 0.0 Benign
UE 17 1717774562.9356096 v2.0 SECSM 0 56656 0 2089900007488 0 0 0 3 Securitymodecomplete 2 1 1 0 1717774562.7268326 0 1717774562.7605424 0.0 Benign
UE 18 1717774562.939646 v2.0 SECSM 0 56656 0 2089900007488 0 2 2 3 SecurityModeCommand 2 1 1 0 1717774562.7268326 0 1717774562.7605424 0.0 Benign
UE 19 1717774563.142867 v2.0 SECSM 0 56656 0 2089900007488 0 2 2 3 SecurityModeComplete 2 1 1 0 1717774562.7268326 0 1717774562.7605424 0.0 Benign
UE 20 1717774589.82668 v2.0 SECSM 0 21357 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 21 1717774589.8269372 v2.0 SECSM 0 21357 0 0 0 0 0 3 RRCSetup 2 0 0 0 1717774589.8269372 0 0.0 0.0 Benign
UE 22 1717774589.860642 v2.0 SECSM 0 21357 0 2089900007489 0 0 0 3 RRCSetupComplete 2 0 0 0 1717774589.8269372 0 0.0 0.0 Benign
UE 23 1717774589.860642 v2.0 SECSM 0 21357 0 2089900007489 0 0 0 3 Registrationrequest 2 1 0 0 1717774589.8269372 0 1717774589.860642 0.0 Benign
UE 24 1717774589.9454813 v2.0 SECSM 0 21357 0 2089900007489 0 0 0 3 Authenticationrequest 2 1 0 0 1717774589.8269372 0 1717774589.860642 0.0 Benign
UE 25 1717774589.96116 v2.0 SECSM 0 21357 0 2089900007489 0 0 0 3 Authenticationresponse 2 1 0 0 1717774589.8269372 0 1717774589.860642 0.0 Benign
UE 26 1717774589.9642465 v2.0 SECSM 0 21357 0 2089900007489 0 0 0 3 Securitymodecommand 2 1 0 0 1717774589.8269372 0 1717774589.860642 0.0 Benign
UE 27 1717774589.9856474 v2.0 SECSM 0 21357 0 2089900007489 0 0 0 3 Securitymodecomplete 2 1 1 0 1717774589.8269372 0 1717774589.860642 0.0 Benign
UE 28 1717774589.989372 v2.0 SECSM 0 21357 0 2089900007489 0 2 2 3 SecurityModeCommand 2 1 1 0 1717774589.8269372 0 1717774589.860642 0.0 Benign
UE 29 1717774590.1908743 v2.0 SECSM 0 21357 0 2089900007489 0 2 2 3 SecurityModeComplete 2 1 1 0 1717774589.8269372 0 1717774589.860642 0.0 Benign
UE 30 1717774618.8267243 v2.0 SECSM 0 44652 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 31 1717774618.8269868 v2.0 SECSM 0 44652 0 0 0 0 0 3 RRCSetup 2 0 0 0 1717774618.8269868 0 0.0 0.0 Benign
UE 32 1717774618.8607311 v2.0 SECSM 0 44652 0 2089900007490 0 0 0 3 RRCSetupComplete 2 0 0 0 1717774618.8269868 0 0.0 0.0 Benign
UE 33 1717774618.8607311 v2.0 SECSM 0 44652 0 2089900007490 0 0 0 3 Registrationrequest 2 1 0 0 1717774618.8269868 0 1717774618.8607311 0.0 Benign
UE 34 1717774618.93721 v2.0 SECSM 0 44652 0 2089900007490 0 0 0 3 Authenticationrequest 2 1 0 0 1717774618.8269868 0 1717774618.8607311 0.0 Benign
UE 35 1717774618.951744 v2.0 SECSM 0 44652 0 2089900007490 0 0 0 3 Authenticationresponse 2 1 0 0 1717774618.8269868 0 1717774618.8607311 0.0 Benign
UE 36 1717774618.9551096 v2.0 SECSM 0 44652 0 2089900007490 0 0 0 3 Securitymodecommand 2 1 0 0 1717774618.8269868 0 1717774618.8607311 0.0 Benign
UE 37 1717774618.9757426 v2.0 SECSM 0 44652 0 2089900007490 0 0 0 3 Securitymodecomplete 2 1 1 0 1717774618.8269868 0 1717774618.8607311 0.0 Benign
UE 38 1717774618.9798973 v2.0 SECSM 0 44652 0 2089900007490 0 2 2 3 SecurityModeCommand 2 1 1 0 1717774618.8269868 0 1717774618.8607311 0.0 Benign
UE 39 1717774619.1828744 v2.0 SECSM 0 44652 0 2089900007490 0 2 2 3 SecurityModeComplete 2 1 1 0 1717774618.8269868 0 1717774618.8607311 0.0 Benign
UE 40 1717774644.8267648 v2.0 SECSM 0 3554 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 41 1717774644.8270376 v2.0 SECSM 0 3554 0 0 0 0 0 3 RRCSetup 2 0 0 0 1717774644.8270376 0 0.0 0.0 Benign
UE 42 1717774644.8607185 v2.0 SECSM 0 3554 0 2089900007491 0 0 0 3 RRCSetupComplete 2 0 0 0 1717774644.8270376 0 0.0 0.0 Benign
UE 43 1717774644.8607185 v2.0 SECSM 0 3554 0 2089900007491 0 0 0 3 Registrationrequest 2 1 0 0 1717774644.8270376 0 1717774644.8607185 0.0 Benign
UE 44 1717774644.9290273 v2.0 SECSM 0 3554 0 2089900007491 0 0 0 3 Authenticationrequest 2 1 0 0 1717774644.8270376 0 1717774644.8607185 0.0 Benign
UE 45 1717774644.9507575 v2.0 SECSM 0 3554 0 2089900007491 0 0 0 3 Authenticationresponse 2 1 0 0 1717774644.8270376 0 1717774644.8607185 0.0 Benign
UE 46 1717774644.9539185 v2.0 SECSM 0 3554 0 2089900007491 0 0 0 3 Securitymodecommand 2 1 0 0 1717774644.8270376 0 1717774644.8607185 0.0 Benign
UE 47 1717774644.9757657 v2.0 SECSM 0 3554 0 2089900007491 0 0 0 3 Securitymodecomplete 2 1 1 0 1717774644.8270376 0 1717774644.8607185 0.0 Benign
UE 48 1717774644.9798625 v2.0 SECSM 0 3554 0 2089900007491 0 2 2 3 SecurityModeCommand 2 1 1 0 1717774644.8270376 0 1717774644.8607185 0.0 Benign
UE 49 1717774645.1828744 v2.0 SECSM 0 3554 0 2089900007491 0 2 2 3 SecurityModeComplete 2 1 1 0 1717774644.8270376 0 1717774644.8607185 0.0 Benign
UE 50 1717774673.826913 v2.0 SECSM 0 27644 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 51 1717774673.8271751 v2.0 SECSM 0 27644 0 0 0 0 0 3 RRCSetup 2 0 0 0 1717774673.8271751 0 0.0 0.0 Benign
UE 52 1717774673.8608232 v2.0 SECSM 0 27644 0 2089900007492 0 0 0 3 RRCSetupComplete 2 0 0 0 1717774673.8271751 0 0.0 0.0 Benign
UE 53 1717774673.8608232 v2.0 SECSM 0 27644 0 2089900007492 0 0 0 3 Registrationrequest 2 1 0 0 1717774673.8271751 0 1717774673.8608232 0.0 Benign
UE 54 1717774673.9538708 v2.0 SECSM 0 27644 0 2089900007492 0 0 0 3 Authenticationrequest 2 1 0 0 1717774673.8271751 0 1717774673.8608232 0.0 Benign
UE 55 1717774673.9613163 v2.0 SECSM 0 27644 0 2089900007492 0 0 0 3 Authenticationresponse 2 1 0 0 1717774673.8271751 0 1717774673.8608232 0.0 Benign
UE 56 1717774673.9645648 v2.0 SECSM 0 27644 0 2089900007492 0 0 0 3 Securitymodecommand 2 1 0 0 1717774673.8271751 0 1717774673.8608232 0.0 Benign
UE 57 1717774673.976982 v2.0 SECSM 0 27644 0 2089900007492 0 0 0 3 Securitymodecomplete 2 1 1 0 1717774673.8271751 0 1717774673.8608232 0.0 Benign
UE 58 1717774673.9811087 v2.0 SECSM 0 27644 0 2089900007492 0 2 2 3 SecurityModeCommand 2 1 1 0 1717774673.8271751 0 1717774673.8608232 0.0 Benign
UE 59 1717774674.1828737 v2.0 SECSM 0 27644 0 2089900007492 0 2 2 3 SecurityModeComplete 2 1 1 0 1717774673.8271751 0 1717774673.8608232 0.0 Benign
UE 60 1717774700.7269511 v2.0 SECSM 0 35084 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 61 1717774700.727209 v2.0 SECSM 0 35084 0 0 0 0 0 3 RRCSetup 2 0 0 0 1717774700.727209 0 0.0 0.0 Benign
UE 62 1717774700.7608893 v2.0 SECSM 0 35084 0 2089900007493 0 0 0 3 RRCSetupComplete 2 0 0 0 1717774700.727209 0 0.0 0.0 Benign
UE 63 1717774700.7608893 v2.0 SECSM 0 35084 0 2089900007493 0 0 0 3 Registrationrequest 2 1 0 0 1717774700.727209 0 1717774700.7608893 0.0 Benign
UE 64 1717774700.8372192 v2.0 SECSM 0 35084 0 2089900007493 0 0 0 3 Authenticationrequest 2 1 0 0 1717774700.727209 0 1717774700.7608893 0.0 Benign
UE 65 1717774700.860898 v2.0 SECSM 0 35084 0 2089900007493 0 0 0 3 Authenticationresponse 2 1 0 0 1717774700.727209 0 1717774700.7608893 0.0 Benign
UE 66 1717774700.864363 v2.0 SECSM 0 35084 0 2089900007493 0 0 0 3 Securitymodecommand 2 1 0 0 1717774700.727209 0 1717774700.7608893 0.0 Benign
UE 67 1717774700.885882 v2.0 SECSM 0 35084 0 2089900007493 0 0 0 3 Securitymodecomplete 2 1 1 0 1717774700.727209 0 1717774700.7608893 0.0 Benign
UE 68 1717774700.8900971 v2.0 SECSM 0 35084 0 2089900007493 0 2 2 3 SecurityModeCommand 2 1 1 0 1717774700.727209 0 1717774700.7608893 0.0 Benign
UE 69 1717774701.0948656 v2.0 SECSM 0 35084 0 2089900007493 0 2 2 3 SecurityModeComplete 2 1 1 0 1717774700.727209 0 1717774700.7608893 0.0 Benign
UE 70 1717774725.7269988 v2.0 SECSM 0 57362 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 71 1717774725.7272558 v2.0 SECSM 0 57362 0 0 0 0 0 3 RRCSetup 2 0 0 0 1717774725.7272558 0 0.0 0.0 Benign
UE 72 1717774725.7609756 v2.0 SECSM 0 57362 0 2089900007494 0 0 0 3 RRCSetupComplete 2 0 0 0 1717774725.7272558 0 0.0 0.0 Benign
UE 73 1717774725.7609756 v2.0 SECSM 0 57362 0 2089900007494 0 0 0 3 Registrationrequest 2 1 0 0 1717774725.7272558 0 1717774725.7609756 0.0 Benign
UE 74 1717774725.9038813 v2.0 SECSM 0 57362 0 2089900007494 0 0 0 3 Authenticationrequest 2 1 0 0 1717774725.7272558 0 1717774725.7609756 0.0 Benign
UE 75 1717774725.9259763 v2.0 SECSM 0 57362 0 2089900007494 0 0 0 3 Authenticationresponse 2 1 0 0 1717774725.7272558 0 1717774725.7609756 0.0 Benign
UE 76 1717774725.9291909 v2.0 SECSM 0 57362 0 2089900007494 0 0 0 3 Securitymodecommand 2 1 0 0 1717774725.7272558 0 1717774725.7609756 0.0 Benign
UE 77 1717774725.950936 v2.0 SECSM 0 57362 0 2089900007494 0 0 0 3 Securitymodecomplete 2 1 1 0 1717774725.7272558 0 1717774725.7609756 0.0 Benign
UE 78 1717774725.9550636 v2.0 SECSM 0 57362 0 2089900007494 0 2 2 3 SecurityModeCommand 2 1 1 0 1717774725.7272558 0 1717774725.7609756 0.0 Benign
UE 79 1717774726.158864 v2.0 SECSM 0 57362 0 2089900007494 0 2 2 3 SecurityModeComplete 2 1 1 0 1717774725.7272558 0 1717774725.7609756 0.0 Benign
UE 80 1717774763.827106 v2.0 SECSM 0 32284 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 81 1717774763.8273723 v2.0 SECSM 0 32284 0 0 0 0 0 3 RRCSetup 2 0 0 0 1717774763.8273723 0 0.0 0.0 Benign
UE 82 1717774763.852088 v2.0 SECSM 0 32284 0 2089900007495 0 0 0 3 RRCSetupComplete 2 0 0 0 1717774763.8273723 0 0.0 0.0 Benign
UE 83 1717774763.852088 v2.0 SECSM 0 32284 0 2089900007495 0 0 0 3 Registrationrequest 2 1 0 0 1717774763.8273723 0 1717774763.852088 0.0 Benign
UE 84 1717774763.9538095 v2.0 SECSM 0 32284 0 2089900007495 0 0 0 3 Authenticationrequest 2 1 0 0 1717774763.8273723 0 1717774763.852088 0.0 Benign
UE 85 1717774763.9710417 v2.0 SECSM 0 32284 0 2089900007495 0 0 0 3 Authenticationresponse 2 1 0 0 1717774763.8273723 0 1717774763.852088 0.0 Benign
UE 86 1717774763.9742246 v2.0 SECSM 0 32284 0 2089900007495 0 0 0 3 Securitymodecommand 2 1 0 0 1717774763.8273723 0 1717774763.852088 0.0 Benign
UE 87 1717774763.9870832 v2.0 SECSM 0 32284 0 2089900007495 0 0 0 3 Securitymodecomplete 2 1 1 0 1717774763.8273723 0 1717774763.852088 0.0 Benign
UE 88 1717774763.991182 v2.0 SECSM 0 32284 0 2089900007495 0 2 2 3 SecurityModeCommand 2 1 1 0 1717774763.8273723 0 1717774763.852088 0.0 Benign
UE 89 1717774764.1988647 v2.0 SECSM 0 32284 0 2089900007495 0 2 2 3 SecurityModeComplete 2 1 1 0 1717774763.8273723 0 1717774763.852088 0.0 Benign
UE 90 1717774790.8271213 v2.0 SECSM 0 31095 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 91 1717774790.8273888 v2.0 SECSM 0 31095 0 0 0 0 0 3 RRCSetup 2 0 0 0 1717774790.8273888 0 0.0 0.0 Benign
UE 92 1717774790.8611174 v2.0 SECSM 0 31095 0 2089900007496 0 0 0 3 RRCSetupComplete 2 0 0 0 1717774790.8273888 0 0.0 0.0 Benign
UE 93 1717774790.8611174 v2.0 SECSM 0 31095 0 2089900007496 0 0 0 3 Registrationrequest 2 1 0 0 1717774790.8273888 0 1717774790.8611174 0.0 Benign
UE 94 1717774790.995539 v2.0 SECSM 0 31095 0 2089900007496 0 0 0 3 Authenticationrequest 2 1 0 0 1717774790.8273888 0 1717774790.8611174 0.0 Benign
UE 95 1717774791.0161443 v2.0 SECSM 0 31095 0 2089900007496 0 0 0 3 Authenticationresponse 2 1 0 0 1717774790.8273888 0 1717774790.8611174 0.0 Benign
UE 96 1717774791.019269 v2.0 SECSM 0 31095 0 2089900007496 0 0 0 3 Securitymodecommand 2 1 0 0 1717774790.8273888 0 1717774790.8611174 0.0 Benign
UE 97 1717774791.041114 v2.0 SECSM 0 31095 0 2089900007496 0 0 0 3 Securitymodecomplete 2 1 1 0 1717774790.8273888 0 1717774790.8611174 0.0 Benign
UE 98 1717774791.044844 v2.0 SECSM 0 31095 0 2089900007496 0 2 2 3 SecurityModeCommand 2 1 1 0 1717774790.8273888 0 1717774790.8611174 0.0 Benign
UE 99 1717774791.2468736 v2.0 SECSM 0 31095 0 2089900007496 0 2 2 3 SecurityModeComplete 2 1 1 0 1717774790.8273888 0 1717774790.8611174 0.0 Benign
UE 0 1699285392.824085 v2.0 SECSM 0 13556 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 1 1699285392.826954 v2.0 SECSM 0 13556 0 0 0 0 0 3 RRCSetup 2 0 0 0 1699285392.826954 0 0.0 0.0 Benign
UE 2 1699285392.852187 v2.0 SECSM 0 13556 0 999700000000001 0 0 0 3 RRCSetupComplete 2 0 0 0 1699285392.826954 0 0.0 0.0 Benign
UE 3 1699285392.852187 v2.0 SECSM 0 13556 0 999700000000001 0 0 0 3 Registrationrequest 2 1 0 0 1699285392.826954 0 1699285392.852187 0.0 Benign
UE 4 1699285392.869599 v2.0 SECSM 0 13556 0 999700000000001 0 0 0 3 Authenticationrequest 2 1 0 0 1699285392.826954 0 1699285392.852187 0.0 Benign
UE 5 1699285392.879902 v2.0 SECSM 0 13556 0 999700000000001 0 0 0 3 Authenticationresponse 2 1 0 0 1699285392.826954 0 1699285392.852187 0.0 Benign
UE 6 1699285392.885492 v2.0 SECSM 0 13556 0 999700000000001 0 0 0 3 Registrationreject 2 0 0 3 1699285392.826954 0 1699285392.852187 1699285392.885492 Benign
UE 0 1717775477.128798 v2.0 SECSM 0 50422 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 1 1717775477.12909 v2.0 SECSM 0 50422 0 0 0 0 0 3 RRCSetup 2 0 0 0 1717775477.12909 0 0.0 0.0 Benign
UE 2 1717775477.443816 v2.0 SECSM 0 50422 0 2089900007487 0 0 0 3 RRCSetupComplete 2 0 0 0 1717775477.12909 0 0.0 0.0 Benign
UE 3 1717775477.443816 v2.0 SECSM 0 50422 0 2089900007487 0 0 0 3 Registrationrequest 2 1 0 0 1717775477.12909 0 1717775477.443816 0.0 Benign
UE 4 1717775477.562399 v2.0 SECSM 0 50422 0 2089900007487 0 0 0 3 Authenticationrequest 2 1 0 0 1717775477.12909 0 1717775477.443816 0.0 Benign
UE 5 1717775477.6888115 v2.0 SECSM 0 50422 0 2089900007487 0 0 0 3 Authenticationresponse 2 1 0 0 1717775477.12909 0 1717775477.443816 0.0 Benign
UE 6 1717775477.6918867 v2.0 SECSM 0 50422 0 2089900007487 0 0 0 3 Securitymodecommand 2 1 0 0 1717775477.12909 0 1717775477.443816 0.0 Benign
UE 7 1717775505.2287948 v2.0 SECSM 0 39389 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 8 1717775505.229062 v2.0 SECSM 0 39389 0 0 0 0 0 3 RRCSetup 2 0 0 0 1717775505.229062 0 0.0 0.0 Benign
UE 9 1717775505.6538837 v2.0 SECSM 0 39389 0 2089900007488 0 0 0 3 RRCSetupComplete 2 0 0 0 1717775505.229062 0 0.0 0.0 Benign
UE 10 1717775505.6538837 v2.0 SECSM 0 39389 0 2089900007488 0 0 0 3 Registrationrequest 2 1 0 0 1717775505.229062 0 1717775505.6538837 0.0 Benign
UE 11 1717775505.7290928 v2.0 SECSM 0 39389 0 2089900007488 0 0 0 3 Authenticationrequest 2 1 0 0 1717775505.229062 0 1717775505.6538837 0.0 Benign
UE 12 1717775505.7590055 v2.0 SECSM 0 39389 0 2089900007488 0 0 0 3 Authenticationresponse 2 1 0 0 1717775505.229062 0 1717775505.6538837 0.0 Benign
UE 13 1717775505.76244 v2.0 SECSM 0 39389 0 2089900007488 0 0 0 3 Securitymodecommand 2 1 0 0 1717775505.229062 0 1717775505.6538837 0.0 Benign
UE 14 1717775530.8289196 v2.0 SECSM 0 55426 0 0 0 0 0 3 RRCSetupRequest 0 0 0 0 0.0 0 0.0 0.0 Benign
UE 15 1717775530.8291807 v2.0 SECSM 0 55426 0 0 0 0 0 3 RRCSetup 2 0 0 0 1717775530.8291807 0 0.0 0.0 Benign
UE 16 1717775530.8689668 v2.0 SECSM 0 55426 0 2089900007489 0 0 0 3 RRCSetupComplete 2 0 0 0 1717775530.8291807 0 0.0 0.0 Benign
UE 17 1717775530.8689668 v2.0 SECSM 0 55426 0 2089900007489 0 0 0 3 Registrationrequest 2 1 0 0 1717775530.8291807 0 1717775530.8689668 0.0 Benign
UE 18 1717775531.0624661 v2.0 SECSM 0 55426 0 2089900007489 0 0 0 3 Authenticationrequest 2 1 0 0 1717775530.8291807 0 1717775530.8689668 0.0 Benign
UE 19 1717775531.0828853 v2.0 SECSM 0 55426 0 2089900007489 0 0 0 3 Authenticationresponse 2 1 0 0 1717775530.8291807 0 1717775530.8689668 0.0 Benign
UE 20 1717775531.086316 v2.0 SECSM 0 55426 0 2089900007489 0 0 0 3 Securitymodecommand 2 1 0 0 1717775530.8291807 0 1717775530.8689668 0.0 Benign
UE 21 1717775531.0990644 v2.0 SECSM 0 55426 0 2089900007489 0 0 0 3 Securitymodecomplete 2 1 1 0 1717775530.8291807 0 1717775530.8689668 0.0 Benign
